LOCATION,WIDTH,DEPTH,HEIGHT,X,Y,Z,AISLE,CENTERAXIS,AISLESIDE,BAY,WAREHOUSE,AREA,LEVEL
A10-125-R-2052-2250-84,48,48,30,2052,2250,84,A10,X,R,125,WARREN,A,2
A10-126-L-2232-2274-0,48,48,82,2232,2274,0,A10,X,L,126,WARREN,A,1
A10-126-L-2232-2274-84,48,48,30,2232,2274,84,A10,X,L,126,WARREN,A,2
A10-129-R-2052-2310-0,48,48,82,2052,2310,0,A10,X,R,129,WARREN,A,1
A10-129-R-2052-2310-84,48,48,30,2052,2310,84,A10,X,R,129,WARREN,A,2
A10-12-L-2232-678-0,48,48,82,2232,678,0,A10,X,L,12,WARREN,A,1
A10-12-L-2232-678-84,48,48,30,2232,678,84,A10,X,L,12,WARREN,A,2
A10-130-L-2232-2322-0,48,48,82,2232,2322,0,A10,X,L,130,WARREN,A,1
A10-130-L-2232-2322-84,48,48,30,2232,2322,84,A10,X,L,130,WARREN,A,2
A10-134-R-2052-2370-0,48,48,82,2052,2370,0,A10,X,R,134,WARREN,A,1
A10-134-R-2052-2370-84,48,48,30,2052,2370,84,A10,X,R,134,WARREN,A,2
A10-135-L-2232-2382-0,48,48,82,2232,2382,0,A10,X,L,135,WARREN,A,1
A10-135-L-2232-2382-84,48,48,30,2232,2382,84,A10,X,L,135,WARREN,A,2
A10-138-R-2052-2418-0,48,48,82,2052,2418,0,A10,X,R,138,WARREN,A,1
A10-138-R-2052-2418-84,48,48,30,2052,2418,84,A10,X,R,138,WARREN,A,2
A10-140-L-2232-2442-0,48,48,82,2232,2442,0,A10,X,L,140,WARREN,A,1
A10-140-L-2232-2442-84,48,48,30,2232,2442,84,A10,X,L,140,WARREN,A,2
A10-143-R-2052-2478-0,48,48,82,2052,2478,0,A10,X,R,143,WARREN,A,1
A10-143-R-2052-2478-84,48,48,30,2052,2478,84,A10,X,R,143,WARREN,A,2
A10-145-L-2232-2502-0,48,48,82,2232,2502,0,A10,X,L,145,WARREN,A,1
A10-145-L-2232-2502-84,48,48,30,2232,2502,84,A10,X,L,145,WARREN,A,2
A10-148-R-2052-2538-0,48,48,82,2052,2538,0,A10,X,R,148,WARREN,A,1
A10-148-R-2052-2538-84,48,48,30,2052,2538,84,A10,X,R,148,WARREN,A,2
A10-149-L-2232-2550-0,48,48,82,2232,2550,0,A10,X,L,149,WARREN,A,1
A10-149-L-2232-2550-84,48,48,30,2232,2550,84,A10,X,L,149,WARREN,A,2
A10-14-R-2052-714-0,48,48,82,2052,714,0,A10,X,R,14,WARREN,A,1
A10-14-R-2052-714-84,48,48,30,2052,714,84,A10,X,R,14,WARREN,A,2
A10-153-R-2052-2598-0,48,48,82,2052,2598,0,A10,X,R,153,WARREN,A,1
A10-153-R-2052-2598-84,48,48,30,2052,2598,84,A10,X,R,153,WARREN,A,2
A10-154-L-2232-2610-0,48,48,82,2232,2610,0,A10,X,L,154,WARREN,A,1
A10-154-L-2232-2610-84,48,48,30,2232,2610,84,A10,X,L,154,WARREN,A,2
A10-157-R-2052-2646-0,48,48,82,2052,2646,0,A10,X,R,157,WARREN,A,1
A10-157-R-2052-2646-84,48,48,30,2052,2646,84,A10,X,R,157,WARREN,A,2
A10-159-L-2232-2670-0,48,48,82,2232,2670,0,A10,X,L,159,WARREN,A,1
A10-159-L-2232-2670-84,48,48,30,2232,2670,84,A10,X,L,159,WARREN,A,2
A10-15-L-2232-726-0,48,48,82,2232,726,0,A10,X,L,15,WARREN,A,1
A10-15-L-2232-726-84,48,48,30,2232,726,84,A10,X,L,15,WARREN,A,2
A10-162-R-2052-2706-0,48,48,82,2052,2706,0,A10,X,R,162,WARREN,A,1
A10-162-R-2052-2706-84,48,48,30,2052,2706,84,A10,X,R,162,WARREN,A,2
A10-164-L-2232-2730-0,48,48,82,2232,2730,0,A10,X,L,164,WARREN,A,1
A10-164-L-2232-2730-84,48,48,30,2232,2730,84,A10,X,L,164,WARREN,A,2
A10-167-R-2052-2766-0,48,48,82,2052,2766,0,A10,X,R,167,WARREN,A,1
A10-167-R-2052-2766-84,48,48,30,2052,2766,84,A10,X,R,167,WARREN,A,2
A10-172-R-2052-2826-0,48,48,82,2052,2826,0,A10,X,R,172,WARREN,A,1
A10-172-R-2052-2826-84,48,48,30,2052,2826,84,A10,X,R,172,WARREN,A,2
A10-17-R-2052-774-0,48,48,82,2052,774,0,A10,X,R,17,WARREN,A,1
A10-17-R-2052-774-84,48,48,30,2052,774,84,A10,X,R,17,WARREN,A,2
A10-18-L-2232-786-0,48,48,82,2232,786,0,A10,X,L,18,WARREN,A,1
A10-18-L-2232-786-84,48,48,30,2232,786,84,A10,X,L,18,WARREN,A,2
A10-195-L-2232-3138-0,48,48,27,2232,3138,0,A10,X,L,195,WARREN,A,1
A10-199-L-2232-3198-0,48,48,27,2232,3198,0,A10,X,L,199,WARREN,A,1
A10-1-L-2232-390-0,48,48,82,2232,390,0,A10,X,L,1,WARREN,A,1
A10-1-L-2232-390-84,48,48,30,2232,390,84,A10,X,L,1,WARREN,A,2
A10-1-R-2052-390-0,48,48,82,2052,390,0,A10,X,R,1,WARREN,A,1
A10-1-R-2052-390-84,48,48,30,2052,390,84,A10,X,R,1,WARREN,A,2
A10-202-L-2232-3246-0,48,48,27,2232,3246,0,A10,X,L,202,WARREN,A,1
A10-206-L-2232-3306-0,48,48,27,2232,3306,0,A10,X,L,206,WARREN,A,1
A10-209-L-2232-3366-0,48,48,27,2232,3366,0,A10,X,L,209,WARREN,A,1
A10-20-R-2052-822-0,48,48,82,2052,822,0,A10,X,R,20,WARREN,A,1
A10-20-R-2052-822-84,48,48,30,2052,822,84,A10,X,R,20,WARREN,A,2
A10-213-L-2232-3426-0,48,48,27,2232,3426,0,A10,X,L,213,WARREN,A,1
A10-216-L-2232-3474-0,48,48,41,2232,3474,0,A10,X,L,216,WARREN,A,1
A10-219-L-2232-3534-0,48,48,41,2232,3534,0,A10,X,L,219,WARREN,A,1
A10-21-L-2232-846-0,48,48,82,2232,846,0,A10,X,L,21,WARREN,A,1
A10-21-L-2232-846-84,48,48,30,2232,846,84,A10,X,L,21,WARREN,A,2
A10-23-R-2052-882-0,48,48,82,2052,882,0,A10,X,R,23,WARREN,A,1
A10-23-R-2052-882-84,48,48,30,2052,882,84,A10,X,R,23,WARREN,A,2
A10-24-L-2232-906-0,48,48,82,2232,906,0,A10,X,L,24,WARREN,A,1
A10-24-L-2232-906-84,48,48,30,2232,906,84,A10,X,L,24,WARREN,A,2
A10-27-R-2052-942-0,48,48,82,2052,942,0,A10,X,R,27,WARREN,A,1
A10-27-R-2052-942-84,48,48,30,2052,942,84,A10,X,R,27,WARREN,A,2
A10-28-L-2232-954-0,48,48,82,2232,954,0,A10,X,L,28,WARREN,A,1
A10-28-L-2232-954-84,48,48,30,2232,954,84,A10,X,L,28,WARREN,A,2
A10-32-R-2052-1002-0,48,48,82,2052,1002,0,A10,X,R,32,WARREN,A,1
A10-32-R-2052-1002-84,48,48,30,2052,1002,84,A10,X,R,32,WARREN,A,2
A10-33-L-2232-1014-0,48,48,82,2232,1014,0,A10,X,L,33,WARREN,A,1
A10-33-L-2232-1014-84,48,48,30,2232,1014,84,A10,X,L,33,WARREN,A,2
A10-36-R-2052-1050-0,48,48,82,2052,1050,0,A10,X,R,36,WARREN,A,1
A10-36-R-2052-1050-84,48,48,30,2052,1050,84,A10,X,R,36,WARREN,A,2
A10-37-L-2232-1074-0,48,48,82,2232,1074,0,A10,X,L,37,WARREN,A,1
A10-37-L-2232-1074-84,48,48,30,2232,1074,84,A10,X,L,37,WARREN,A,2
A10-3-L-2232-450-0,48,48,82,2232,450,0,A10,X,L,3,WARREN,A,1
A10-3-L-2232-450-84,48,48,30,2232,450,84,A10,X,L,3,WARREN,A,2
A10-3-R-2052-450-0,48,48,82,2052,450,0,A10,X,R,3,WARREN,A,1
A10-3-R-2052-450-84,48,48,30,2052,450,84,A10,X,R,3,WARREN,A,2
A10-40-R-2052-1110-0,48,48,82,2052,1110,0,A10,X,R,40,WARREN,A,1
A10-40-R-2052-1110-84,48,48,30,2052,1110,84,A10,X,R,40,WARREN,A,2
A10-41-L-2232-1134-0,48,48,82,2232,1134,0,A10,X,L,41,WARREN,A,1
A10-41-L-2232-1134-84,48,48,30,2232,1134,84,A10,X,L,41,WARREN,A,2
A10-44-R-2052-1170-0,48,48,82,2052,1170,0,A10,X,R,44,WARREN,A,1
A10-44-R-2052-1170-84,48,48,30,2052,1170,84,A10,X,R,44,WARREN,A,2
A10-45-L-2232-1182-0,48,48,82,2232,1182,0,A10,X,L,45,WARREN,A,1
A10-45-L-2232-1182-84,48,48,30,2232,1182,84,A10,X,L,45,WARREN,A,2
A10-49-R-2052-1230-0,48,48,82,2052,1230,0,A10,X,R,49,WARREN,A,1
A10-49-R-2052-1230-84,48,48,30,2052,1230,84,A10,X,R,49,WARREN,A,2
A10-4-L-2232-498-0,48,48,82,2232,498,0,A10,X,L,4,WARREN,A,1
A10-4-L-2232-498-84,48,48,30,2232,498,84,A10,X,L,4,WARREN,A,2
A10-4-R-2052-498-0,48,48,82,2052,498,0,A10,X,R,4,WARREN,A,1
A10-4-R-2052-498-84,48,48,30,2052,498,84,A10,X,R,4,WARREN,A,2
A10-50-L-2232-1242-0,48,48,82,2232,1242,0,A10,X,L,50,WARREN,A,1
A10-50-L-2232-1242-84,48,48,30,2232,1242,84,A10,X,L,50,WARREN,A,2
A10-53-R-2052-1278-0,48,48,82,2052,1278,0,A10,X,R,53,WARREN,A,1
A10-53-R-2052-1278-84,48,48,30,2052,1278,84,A10,X,R,53,WARREN,A,2
A10-54-L-2232-1302-0,48,48,82,2232,1302,0,A10,X,L,54,WARREN,A,1
A10-54-L-2232-1302-84,48,48,30,2232,1302,84,A10,X,L,54,WARREN,A,2
A10-57-R-2052-1338-0,48,48,82,2052,1338,0,A10,X,R,57,WARREN,A,1
A10-57-R-2052-1338-84,48,48,30,2052,1338,84,A10,X,R,57,WARREN,A,2
A10-58-L-2232-1362-0,48,48,82,2232,1362,0,A10,X,L,58,WARREN,A,1
A10-58-L-2232-1362-84,48,48,30,2232,1362,84,A10,X,L,58,WARREN,A,2
A10-61-R-2052-1398-0,48,48,82,2052,1398,0,A10,X,R,61,WARREN,A,1
A10-61-R-2052-1398-84,48,48,30,2052,1398,84,A10,X,R,61,WARREN,A,2
A10-62-L-2232-1410-0,48,48,82,2232,1410,0,A10,X,L,62,WARREN,A,1
A10-62-L-2232-1410-84,48,48,30,2232,1410,84,A10,X,L,62,WARREN,A,2
A10-66-R-2052-1458-0,48,48,82,2052,1458,0,A10,X,R,66,WARREN,A,1
A10-66-R-2052-1458-84,48,48,30,2052,1458,84,A10,X,R,66,WARREN,A,2
A10-67-L-2232-1470-0,48,48,82,2232,1470,0,A10,X,L,67,WARREN,A,1
A10-67-L-2232-1470-84,48,48,30,2232,1470,84,A10,X,L,67,WARREN,A,2
A10-6-L-2232-558-0,48,48,82,2232,558,0,A10,X,L,6,WARREN,A,1
A10-6-L-2232-558-84,48,48,30,2232,558,84,A10,X,L,6,WARREN,A,2
A10-70-R-2052-1506-0,48,48,82,2052,1506,0,A10,X,R,70,WARREN,A,1
A10-70-R-2052-1506-84,48,48,30,2052,1506,84,A10,X,R,70,WARREN,A,2
A10-71-L-2232-1530-0,48,48,82,2232,1530,0,A10,X,L,71,WARREN,A,1
A10-71-L-2232-1530-84,48,48,30,2232,1530,84,A10,X,L,71,WARREN,A,2
A10-74-R-2052-1566-0,48,48,82,2052,1566,0,A10,X,R,74,WARREN,A,1
A10-74-R-2052-1566-84,48,48,30,2052,1566,84,A10,X,R,74,WARREN,A,2
A10-75-L-2232-1590-0,48,48,82,2232,1590,0,A10,X,L,75,WARREN,A,1
A10-75-L-2232-1590-84,48,48,30,2232,1590,84,A10,X,L,75,WARREN,A,2
A10-78-R-2052-1626-0,48,48,82,2052,1626,0,A10,X,R,78,WARREN,A,1
A10-78-R-2052-1626-84,48,48,30,2052,1626,84,A10,X,R,78,WARREN,A,2
A10-79-L-2232-1638-0,48,48,82,2232,1638,0,A10,X,L,79,WARREN,A,1
A10-79-L-2232-1638-84,48,48,30,2232,1638,84,A10,X,L,79,WARREN,A,2
A10-83-R-2052-1686-0,48,48,82,2052,1686,0,A10,X,R,83,WARREN,A,1
A10-83-R-2052-1686-84,48,48,30,2052,1686,84,A10,X,R,83,WARREN,A,2
A10-84-L-2232-1698-0,48,48,82,2232,1698,0,A10,X,L,84,WARREN,A,1
A10-84-L-2232-1698-84,48,48,30,2232,1698,84,A10,X,L,84,WARREN,A,2
A10-87-R-2052-1734-0,48,48,82,2052,1734,0,A10,X,R,87,WARREN,A,1
A10-87-R-2052-1734-84,48,48,30,2052,1734,84,A10,X,R,87,WARREN,A,2
A10-88-L-2232-1758-0,48,48,82,2232,1758,0,A10,X,L,88,WARREN,A,1
A10-88-L-2232-1758-84,48,48,30,2232,1758,84,A10,X,L,88,WARREN,A,2
A10-8-R-2052-606-0,48,48,82,2052,606,0,A10,X,R,8,WARREN,A,1
A10-8-R-2052-606-84,48,48,30,2052,606,84,A10,X,R,8,WARREN,A,2
A10-91-R-2052-1794-0,48,48,82,2052,1794,0,A10,X,R,91,WARREN,A,1
A10-91-R-2052-1794-84,48,48,30,2052,1794,84,A10,X,R,91,WARREN,A,2
A10-92-L-2232-1818-0,48,48,82,2232,1818,0,A10,X,L,92,WARREN,A,1
A10-92-L-2232-1818-84,48,48,30,2232,1818,84,A10,X,L,92,WARREN,A,2
A10-95-R-2052-1854-0,48,48,82,2052,1854,0,A10,X,R,95,WARREN,A,1
A10-95-R-2052-1854-84,48,48,30,2052,1854,84,A10,X,R,95,WARREN,A,2
A10-96-L-2232-1866-0,48,48,82,2232,1866,0,A10,X,L,96,WARREN,A,1
A10-96-L-2232-1866-84,48,48,30,2232,1866,84,A10,X,L,96,WARREN,A,2
A10-9-L-2232-618-0,48,48,82,2232,618,0,A10,X,L,9,WARREN,A,1
A10-9-L-2232-618-84,48,48,30,2232,618,84,A10,X,L,9,WARREN,A,2
A1-101-L-180-1926-0,48,48,55,180,1926,0,A1,X,L,101,WARREN,A,1
A1-101-L-180-1926-60,48,48,55,180,1926,60,A1,X,L,101,WARREN,A,2
A1-101-R-0-1926-0,48,48,55,0,1926,0,A1,X,R,101,WARREN,A,1
A1-101-R-0-1926-60,48,48,55,0,1926,60,A1,X,R,101,WARREN,A,2
A1-105-L-180-1986-0,48,48,55,180,1986,0,A1,X,L,105,WARREN,A,1
A1-105-L-180-1986-60,48,48,55,180,1986,60,A1,X,L,105,WARREN,A,2
A1-105-R-0-1986-0,48,48,55,0,1986,0,A1,X,R,105,WARREN,A,1
A1-105-R-0-1986-60,48,48,55,0,1986,60,A1,X,R,105,WARREN,A,2
A1-109-L-180-2046-0,48,48,55,180,2046,0,A1,X,L,109,WARREN,A,1
A1-109-L-180-2046-60,48,48,55,180,2046,60,A1,X,L,109,WARREN,A,2
A1-109-R-0-2046-0,48,48,55,0,2046,0,A1,X,R,109,WARREN,A,1
A1-109-R-0-2046-60,48,48,55,0,2046,60,A1,X,R,109,WARREN,A,2
A11-100-R-2280-1914-0,48,48,48,2280,1914,0,A11,X,R,100,WARREN,A,1
A11-100-R-2280-1914-48,48,48,22,2280,1914,48,A11,X,R,100,WARREN,A,2
A11-101-L-2460-1926-0,48,48,61,2460,1926,0,A11,X,L,101,WARREN,A,1
A11-101-L-2460-1926-60,48,48,61,2460,1926,60,A11,X,L,101,WARREN,A,2
A11-104-R-2280-1962-0,48,48,48,2280,1962,0,A11,X,R,104,WARREN,A,1
A11-104-R-2280-1962-48,48,48,30,2280,1962,48,A11,X,R,104,WARREN,A,3
A11-105-L-2460-1986-0,48,48,61,2460,1986,0,A11,X,L,105,WARREN,A,1
A11-105-L-2460-1986-60,48,48,61,2460,1986,60,A11,X,L,105,WARREN,A,2
A11-107-R-2280-2010-48,48,48,30,2280,2010,48,A11,X,R,107,WARREN,A,3
A11-108-R-2280-2022-0,48,48,48,2280,2022,0,A11,X,R,108,WARREN,A,1
A11-108-R-2280-2022-48,48,48,22,2280,2022,48,A11,X,R,108,WARREN,A,2
A11-109-L-2460-2046-0,48,48,61,2460,2046,0,A11,X,L,109,WARREN,A,1
A11-109-L-2460-2046-60,48,48,61,2460,2046,60,A11,X,L,109,WARREN,A,2
A11-10-R-2280-654-48,48,48,30,2280,654,48,A11,X,R,10,WARREN,A,3
A11-111-R-2280-2070-48,48,48,30,2280,2070,48,A11,X,R,111,WARREN,A,3
A11-112-R-2280-2082-0,48,48,48,2280,2082,0,A11,X,R,112,WARREN,A,1
A11-112-R-2280-2082-48,48,48,22,2280,2082,48,A11,X,R,112,WARREN,A,2
A11-113-L-2460-2094-0,48,48,61,2460,2094,0,A11,X,L,113,WARREN,A,1
A11-113-L-2460-2094-60,48,48,61,2460,2094,60,A11,X,L,113,WARREN,A,2
A11-116-R-2280-2130-48,48,48,30,2280,2130,48,A11,X,R,116,WARREN,A,3
A11-117-R-2280-2142-0,48,48,48,2280,2142,0,A11,X,R,117,WARREN,A,1
A11-117-R-2280-2142-48,48,48,22,2280,2142,48,A11,X,R,117,WARREN,A,2
A11-118-L-2460-2154-0,48,48,61,2460,2154,0,A11,X,L,118,WARREN,A,1
A11-118-L-2460-2154-60,48,48,61,2460,2154,60,A11,X,L,118,WARREN,A,2
A11-121-R-2280-2190-0,48,48,48,2280,2190,0,A11,X,R,121,WARREN,A,1
A11-121-R-2280-2190-48,48,48,30,2280,2190,48,A11,X,R,121,WARREN,A,3
A11-122-L-2460-2214-0,48,48,61,2460,2214,0,A11,X,L,122,WARREN,A,1
A11-122-L-2460-2214-60,48,48,61,2460,2214,60,A11,X,L,122,WARREN,A,2
A11-124-R-2280-2238-48,48,48,30,2280,2238,48,A11,X,R,124,WARREN,A,3
A11-125-R-2280-2250-0,48,48,48,2280,2250,0,A11,X,R,125,WARREN,A,1
A11-125-R-2280-2250-48,48,48,22,2280,2250,48,A11,X,R,125,WARREN,A,2
A11-126-L-2460-2274-0,48,48,61,2460,2274,0,A11,X,L,126,WARREN,A,1
A11-126-L-2460-2274-60,48,48,61,2460,2274,60,A11,X,L,126,WARREN,A,2
A11-128-R-2280-2298-48,48,48,30,2280,2298,48,A11,X,R,128,WARREN,A,3
A11-129-R-2280-2310-0,48,48,48,2280,2310,0,A11,X,R,129,WARREN,A,1
A11-129-R-2280-2310-48,48,48,22,2280,2310,48,A11,X,R,129,WARREN,A,2
A11-12-L-2460-678-0,48,48,61,2460,678,0,A11,X,L,12,WARREN,A,1
A11-12-L-2460-678-60,48,48,61,2460,678,60,A11,X,L,12,WARREN,A,2
A11-130-L-2460-2322-0,48,48,61,2460,2322,0,A11,X,L,130,WARREN,A,1
A11-130-L-2460-2322-60,48,48,61,2460,2322,60,A11,X,L,130,WARREN,A,2
A11-133-R-2280-2358-48,48,48,30,2280,2358,48,A11,X,R,133,WARREN,A,3
A11-134-R-2280-2370-0,48,48,48,2280,2370,0,A11,X,R,134,WARREN,A,1
A11-134-R-2280-2370-48,48,48,22,2280,2370,48,A11,X,R,134,WARREN,A,2
A11-135-L-2460-2382-0,48,48,61,2460,2382,0,A11,X,L,135,WARREN,A,1
A11-135-L-2460-2382-60,48,48,61,2460,2382,60,A11,X,L,135,WARREN,A,2
A11-138-R-2280-2418-0,48,48,48,2280,2418,0,A11,X,R,138,WARREN,A,1
A11-138-R-2280-2418-48,48,48,30,2280,2418,48,A11,X,R,138,WARREN,A,3
A1-113-L-180-2094-0,48,48,55,180,2094,0,A1,X,L,113,WARREN,A,1
A1-113-L-180-2094-60,48,48,55,180,2094,60,A1,X,L,113,WARREN,A,2
A1-113-R-0-2094-0,48,48,55,0,2094,0,A1,X,R,113,WARREN,A,1
A1-113-R-0-2094-60,48,48,55,0,2094,60,A1,X,R,113,WARREN,A,2
A11-140-L-2460-2442-0,48,48,61,2460,2442,0,A11,X,L,140,WARREN,A,1
A11-140-L-2460-2442-60,48,48,61,2460,2442,60,A11,X,L,140,WARREN,A,2
A11-142-R-2280-2466-48,48,48,30,2280,2466,48,A11,X,R,142,WARREN,A,3
A11-143-R-2280-2478-0,48,48,48,2280,2478,0,A11,X,R,143,WARREN,A,1
A11-143-R-2280-2478-48,48,48,22,2280,2478,48,A11,X,R,143,WARREN,A,2
A11-145-L-2460-2502-0,48,48,61,2460,2502,0,A11,X,L,145,WARREN,A,1
A11-145-L-2460-2502-60,48,48,61,2460,2502,60,A11,X,L,145,WARREN,A,2
A11-147-R-2280-2526-48,48,48,30,2280,2526,48,A11,X,R,147,WARREN,A,3
A11-148-R-2280-2538-0,48,48,48,2280,2538,0,A11,X,R,148,WARREN,A,1
A11-148-R-2280-2538-48,48,48,22,2280,2538,48,A11,X,R,148,WARREN,A,2
A11-149-L-2460-2550-0,48,48,61,2460,2550,0,A11,X,L,149,WARREN,A,1
A11-149-L-2460-2550-60,48,48,61,2460,2550,60,A11,X,L,149,WARREN,A,2
A11-14-R-2280-714-0,48,48,48,2280,714,0,A11,X,R,14,WARREN,A,1
A11-14-R-2280-714-48,48,48,22,2280,714,48,A11,X,R,14,WARREN,A,2
A11-152-R-2280-2586-48,48,48,30,2280,2586,48,A11,X,R,152,WARREN,A,3
A11-153-R-2280-2598-0,48,48,48,2280,2598,0,A11,X,R,153,WARREN,A,1
A11-153-R-2280-2598-48,48,48,22,2280,2598,48,A11,X,R,153,WARREN,A,2
A11-154-L-2460-2610-0,48,48,61,2460,2610,0,A11,X,L,154,WARREN,A,1
A11-154-L-2460-2610-60,48,48,61,2460,2610,60,A11,X,L,154,WARREN,A,2
A11-157-R-2280-2646-0,48,48,48,2280,2646,0,A11,X,R,157,WARREN,A,1
A11-157-R-2280-2646-48,48,48,30,2280,2646,48,A11,X,R,157,WARREN,A,3
A11-159-L-2460-2670-0,48,48,61,2460,2670,0,A11,X,L,159,WARREN,A,1
A11-159-L-2460-2670-60,48,48,61,2460,2670,60,A11,X,L,159,WARREN,A,2
A11-15-L-2460-726-0,48,48,61,2460,726,0,A11,X,L,15,WARREN,A,1
A11-15-L-2460-726-60,48,48,61,2460,726,60,A11,X,L,15,WARREN,A,2
A11-161-R-2280-2694-48,48,48,30,2280,2694,48,A11,X,R,161,WARREN,A,3
A11-162-R-2280-2706-0,48,48,48,2280,2706,0,A11,X,R,162,WARREN,A,1
A11-162-R-2280-2706-48,48,48,22,2280,2706,48,A11,X,R,162,WARREN,A,2
A11-164-L-2460-2730-0,48,48,61,2460,2730,0,A11,X,L,164,WARREN,A,1
A11-164-L-2460-2730-60,48,48,61,2460,2730,60,A11,X,L,164,WARREN,A,2
A11-166-R-2280-2754-48,48,48,30,2280,2754,48,A11,X,R,166,WARREN,A,3
A11-167-R-2280-2766-0,48,48,48,2280,2766,0,A11,X,R,167,WARREN,A,1
A11-167-R-2280-2766-48,48,48,22,2280,2766,48,A11,X,R,167,WARREN,A,2
A11-168-L-2460-2778-0,48,48,61,2460,2778,0,A11,X,L,168,WARREN,A,1
A11-168-L-2460-2778-60,48,48,61,2460,2778,60,A11,X,L,168,WARREN,A,2
A11-16-R-2280-762-48,48,48,30,2280,762,48,A11,X,R,16,WARREN,A,3
A11-171-R-2280-2814-48,48,48,30,2280,2814,48,A11,X,R,171,WARREN,A,3
A11-172-R-2280-2826-0,48,48,48,2280,2826,0,A11,X,R,172,WARREN,A,1
A11-172-R-2280-2826-48,48,48,22,2280,2826,48,A11,X,R,172,WARREN,A,2
A11-173-L-2460-2838-0,48,48,61,2460,2838,0,A11,X,L,173,WARREN,A,1
A11-173-L-2460-2838-60,48,48,61,2460,2838,60,A11,X,L,173,WARREN,A,2
A11-176-R-2280-2874-36,48,48,30,2280,2874,36,A11,X,R,176,WARREN,A,3
A11-176-R-2280-2874-48,48,48,30,2280,2874,48,A11,X,R,176,WARREN,A,3
A11-17-R-2280-774-0,48,48,48,2280,774,0,A11,X,R,17,WARREN,A,1
A11-17-R-2280-774-48,48,48,22,2280,774,48,A11,X,R,17,WARREN,A,2
A11-181-R-2280-2934-36,48,48,30,2280,2934,36,A11,X,R,181,WARREN,A,3
A1-118-L-180-2154-0,48,48,55,180,2154,0,A1,X,L,118,WARREN,A,1
A1-118-L-180-2154-60,48,48,55,180,2154,60,A1,X,L,118,WARREN,A,2
A11-18-L-2460-786-0,48,48,61,2460,786,0,A11,X,L,18,WARREN,A,1
A11-18-L-2460-786-60,48,48,61,2460,786,60,A11,X,L,18,WARREN,A,2
A1-118-R-0-2154-0,48,48,55,0,2154,0,A1,X,R,118,WARREN,A,1
A1-118-R-0-2154-60,48,48,55,0,2154,60,A1,X,R,118,WARREN,A,2
A11-1-L-2460-390-0,48,48,61,2460,390,0,A11,X,L,1,WARREN,A,1
A11-1-L-2460-390-60,48,48,61,2460,390,60,A11,X,L,1,WARREN,A,2
A11-1-R-2280-390-0,48,48,48,2280,390,0,A11,X,R,1,WARREN,A,1
A11-1-R-2280-390-48,48,48,22,2280,390,48,A11,X,R,1,WARREN,A,2
A11-20-R-2280-822-0,48,48,48,2280,822,0,A11,X,R,20,WARREN,A,1
A11-20-R-2280-822-48,48,48,30,2280,822,48,A11,X,R,20,WARREN,A,3
